ID,Supply Chain Segment,Updated,Team Member,Status2,Timeline,Company,Facility Name,Facility Type,Product Type,Product,Workforce,Production Capacity,Website,Facility Phone,Facility City,Facility State or Province,Facility Country,Data Source,Latitude,Longitude,Status,Workforce_dummy
2035,Battery Grade Materials,8/3/22,NA,Active,NA,Sherritt International,Fort Saskatchewan,NA,Cathode Battery Grade Materials,"Nickel pellets, powder or rounds; Cobalt pellets, powder or rounds",750,31184 MT finished Ni/yr; 3526 MT finished Co/yr,https://www.sherritt.com/English/operations/metals/Moa/default.aspx,780-992-7000,Fort Saskatchewan,AB,Canada,NA,53.71968207,-113.19043279999998,Commercial,750
2037,Battery Grade Materials,8/3/22,NA,Active,NA,Sila Nanotechnologies,Sila Nanotechnologies,NA,Anode Active Material,Silicon composites,218,NA,https://www.silanano.com,408-475-7452,Alameda,CA,US,NA,37.78716356,-122.2773622,Commercial,218
2037,Battery Grade Materials,11/26/22,NA,Active,NA,Libama LLC,Libama LLC,NA,Anode Battery Grade (BG) Materials,Bi-functional advanced metal anode,2,NA,https://www.li-bama.com,931-526-9591,Cookeville,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.2,-86,Pre-commercial or startup,2
2038,Battery Grade Materials,8/3/22,NA,Planned or under construction,2023,Sonora Lithium Ltd,Sonora Phase I and II,NA,Cathode Battery Grade Materials,Lithium carbonate (battery grade),169,6580 MT contained Li/yr,https://www.bacanoralithium.com,52-662-251-0360,Bacadehuachi,Sonora,Mexico,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,29.8099143,-109.14123690000001,Planned (2023),169
2039,Battery Grade Materials,8/7/22,NA,Active,NA,Superior Graphite,Chicago Plant #1,NA,Anode Battery Grade Materials,Synthetic graphite (battery grade),300,NA,https://www.superiorgraphite.com,708-458-0006,Bedford Park,IL,US,NA,41.77334411,-87.75224634,Commercial,300
2040,Battery Grade Materials,8/7/22,NA,Active,NA,Superior Graphite,Chicago Plant #4,NA,Anode Battery Grade Materials,Synthetic graphite (battery grade),300,NA,https://www.superiorgraphite.com,312-559-2999,Chicago,IL,US,NA,41.82708577,-87.73151775000001,Commercial,300
2041,Battery Grade Materials,8/7/22,NA,Planned or under construction,2026,Talon Metals,Tamarack Mine,NA,Cathode Battery Grade Materials,"Nickel pellets, powder or rounds",45,16500 MT contained metal/yr,https://www.talonmetals.com,218-768-3292,Tamarack,MN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,46.64578648,-93.12618349,Planned (2026),45
2042,Battery Grade Materials,11/26/22,NA,Active,NA,Mitra Future Technologies,Mitra Chem,NA,Cathode Active Material (CAM),LFP,30,NA,https://www.mitrachem.com,NA,Mountain View,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.40888547,-122.07989529999999,Pre-commercial or startup,30
2042,Battery Grade Materials,8/7/22,NA,Active,NA,The Metals Company,Project One,NA,Cathode Battery Grade Materials,Cobalt sulfate (battery grade); Nickel sulfate (battery grade),1170,5500 MT contained Co/yr; 62700 MT contained Ni/yr,https://www.metals.co,DNA,NA,TX,US,NA,29.60729338,-95.52334404,Pre-commercial or startup,1170
2043,Battery Grade Materials,11/26/22,NA,Active,NA,Nano One Materials Corp.,Pilot Facility,NA,Cathode Active Material (CAM),"LFP, NMC, LNMO",45,NA,https://www.nanoone.ca,604-420-2041,Burnaby,BC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,49.25154301,-122.91391730000001,Pre-commercial or startup,45
2044,Battery Grade Materials,11/26/22,NA,Active,NA,NanoGraf Corporation,NanoGraf HQ,NA,Anode Battery Grade (BG) Materials,Silcon-graphene anode material,35,1000 tpa/yr,https://www.nanograf.com,413-478-9712,Chicago,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.83236224,-87.62831508999999,Pre-commercial or startup,35
2044,Battery Grade Materials,8/3/22,NA,Active,NA,Toda Advanced Materials,Toda Advanced Materials Sarnia Lithium-ion Battery Material Manufacturing Plant,NA,Precursor CAM (pCAM),Nickel cobalt aluminum (NCA) unlithiated hydroxide,32,4000 MT pcAM/yr,http://todaca.com/,519-346-4316,Sarnia,ON,Canada,NA,42.94596913,-82.41816340000003,Commercial,32
2045,Battery Grade Materials,8/7/22,NA,Active,NA,Vale Canada Ltd.,Copper Cliff Nickel Refinery (Sudbury),NA,Cathode Battery Grade Materials,"Nickel pellets, powder or rounds; Cobalt pellets, powder or rounds",4000,66000 MT contained Ni/yr; 1400 MT contained Co/yr,http://www.vale.com/canada/EN/business/mining/nickel/vale-canada/Pages/default.aspx,905-835-6000,Sudbury,ON,Canada,NA,46.44813443,-81.08412146000002,Commercial,4000
2046,Battery Grade Materials,11/26/22,NA,Active,NA,Nanotech Energy,Nanotech Energy,NA,Anode Battery Grade (BG) Materials,Graphene,23,NA,https://www.nanotechenergy.com,800-995-5491,Los Angeles,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.04375713,-118.46755600000002,Pre-commercial or startup,23
2047,Battery Grade Materials,8/7/22,NA,Active,NA,Vale Canada Ltd.,Long Harbour Processing Plant,NA,Cathode Battery Grade Materials,"Nickel pellets, powder or rounds; Cobalt pellets, powder or rounds",500,50000 MT contained Ni/yr; 1700 MT contained Co/yr,http://www.vale.com/canada/EN/aboutvale/communities/long-harbour/Pages/default.aspx,709-228-3600,Long Harbour,NL,Canada,NA,47.42435571,-53.81661336,Commercial,500
2050,Battery Grade Materials,12/4/22,NA,Planned or under construction,NA,Novonix,Novonix,NA,Novonix Anode Materials,Synthetic graphite - Battery grade (BG),Unknown,10000 MT synthetic graphite/yr,https://www.novonixgroup.com,423-541-5541,Chattanooga,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.01202087,-85.37912689,Under construction,0
2051,Battery Grade Materials,12/4/22,NA,Planned or under construction,2024,Novonix Anode Materials LLC (NAM),Novonix,NA,Novonix Anode Materials,Synthetic graphite - Battery grade (BG),1000,80000 MT synthetic graphite/yr,https://www.novonixgroup.com,423-541-5541,Chattanooga,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.01202087,-85.37912689,Planned,1000
2054,Battery Grade Materials,12/4/25,NA,Planned or under construction,NA,Piedmont Lithium Limited,Tennessee Lithium,NA,Cathode Battery Grade (BG) Materials,Lithium hydroxide - BG,120,8700 MT contained Li/yr,https://www.piedmontlithium.com,NA,Etowah,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,NA,NA,Planned,120
2055,Battery Grade Materials,11/26/22,NA,Active,NA,Primet Precision Materials,Primet,NA,Cathode Battery Grade (BG) Materials; Anode Battery Grade (BG) Materials,Advanced anode and cathode materials,Unknown,NA,https://www.primetprecision.com,607-277-1530,Ithaca,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.42258084,-76.50185739,Pre-commercial or startup,0
2062,Battery Grade Materials,12/4/22,NA,Planned or under construction,NA,Sila Nanotechnologies,Sila Nanotechnologies,NA,Anode Active Material,Silicon composites,300,20 GWh of silicon anode/yr,https://www.silanano.com,408-475-7452,Alameda,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.78716356,-122.2773622,Planned,300
2066,Battery Grade Materials,11/27/22,NA,Planned or under construction,NA,"Syrah Technologies, LLC",Vidalia Active Anode Material Facility,NA,Anode Active Material,Graphite,101,11250 MT AAM/yr,https://www.syrahresources.com.au,NA,Vidalia,LA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,31.54807663,-91.48746666000002,Planned,101
3000,Other Battery Components and Materials,11/27/22,NA,Active,NA,Ampcera Inc.,R&D and Production Facility,NA,Electrolyte,Solid state electrolyte,11,10.5 MT/yr,https://www.ampcera.com,NA,Tucson,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.13524718,-110.91940860000001,Active,11
3000,Other Battery Components and Materials,8/3/22,NA,Active,NA,Arkema,Arkema - Calvert City manufacturing plant,NA,Electrode materials,Binders,252,NA,https://www.arkema.com,270-395-7121,Calvert City,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.04977614,-88.36625269000001,Commercial,252
3001,Other Battery Components and Materials,11/23/22,NA,Active,NA,Aqualith Advanced Materials,Aqualith,NA,Electrode materials,Aqueous electrolyte,2,NA,https://www.aqualith.net/,240-751-0567,College Park,MD,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.99270531,-76.93853155,Pre-commercial or startup,2
3001,Other Battery Components and Materials,8/3/22,NA,Active,NA,Arkema,Arkema - Bostik Adhesives,NA,Electrode materials,Adhesives,Unknown,NA,https://www.arkema.com,414-774-2250,Wauwatosa,WI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.04609643,-88.05493812999998,Commercial,0
3002,Other Battery Components and Materials,7/13/22,NA,Active,NA,ArlanXEO,Arlanxeo,NA,Cell components,Rubber for battery caps; battery cell components; packers,Unknown,NA,https://www.arlanxeo.com,519-337-8251,Sarina,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.04,-94,Commercial,0
3003,Other Battery Components and Materials,8/3/22,NA,Active,NA,BASF,Geismar,NA,Electrolyte (liquid),Solvents,1906,NA,https://www.basf.com,225-339-7300,Geismar,LA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.1901519,-91.01150812,Commercial,1906
3004,Other Battery Components and Materials,8/3/22,NA,Active,NA,Birla Carbon,Birla Carbon,NA,Electrode materials,Other,1300,150000 MT/yr,https://www.https://www.birlacarbon.com/,770-792-9400,Marietta,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.95,-84.54,Commercial,1300
3005,Other Battery Components and Materials,8/3/22,NA,Active,NA,Black Diamond Structures,Black Diamond Campus,NA,Electrode materials,Additives,22,3.3 million L/yr,https://www.blackdiamond-structures.com,737-787-6524,Austin,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.22882075,-98.0047904,Commercial,22
3006,Other Battery Components and Materials,10/31/22,NA,Active,NA,Birla Carbon,Birla Carbon,NA,Additives,Conductive Carbon black,150,NA,https://www.https://www.birlacarbon.com/,337-836-5641,Centerville,LA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,29.68202822,-91.45638467,Commercial,150
3006,Other Battery Components and Materials,8/3/22,NA,Active,NA,Cabot Corp.,Cabot Pampa,NA,Electrode materials,Additives,100,NA,https://www.cabotcorp.com,806-661-3100,Pampa,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.51023845,-101.01439660000001,Commercial,100
3007,Other Battery Components and Materials,8/3/22,NA,Active,NA,"Celgard, LLC","Celgard, LLC - Charlotte Manufacturing Facility",NA,Separators,Separators,Unknown,150 million sq m/yr,https://www.celgard.com,704-588-5310,Charlotte,NC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.10886758,-80.96142875000001,Commercial,0
3008,Other Battery Components and Materials,11/23/22,NA,Active,NA,BrightVolt,Battery Innovation Center,NA,Electrolyte,Polymer Electrolyte,16,NA,https://www.brightvolt.com,812-863-2424,Newberry,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.90447182,-86.91931656000001,Pre-commercial or startup,16
3008,Other Battery Components and Materials,8/3/22,NA,Active,NA,"Celgard, LLC","Celgard, LLC - Concord Manufacturing Facility",NA,Separators,Separators,Unknown,60 million sq m/yr,https://www.celgard.com,704-720-5211,Concord,NC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.41885164,-80.66007898,Commercial,0
3009,Other Battery Components and Materials,8/3/22,NA,Active,NA,Daikin America,Daikin Decatur Battery Material Manufacturing Plant,NA,Electrode materials,Additives,400,2000 MT/yr,https://www.daikin-america.com/decatur-al,256-306-5000,Decatur,AL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.63019041,-87.04045389000001,Commercial,400
3010,Other Battery Components and Materials,8/3/22,NA,Active,NA,Denkai America,Denkai America Inc. Manufacturing Headquarters,NA,Current collectors,Copper,75,4000 MT/yr,https://www.denkaiamerica.com,803-425-7900,Camden,SC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.24521358,-80.6371729,Commercial,75
3011,Other Battery Components and Materials,8/3/22,NA,Active,NA,DuPont,DuPont Various,NA,Electrode materials,Additives,Unknown,NA,https://www.dupont.com,302-774-1000,Wilmington,DE,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.75563299,-75.60507492999999,Commercial,0
3012,Other Battery Components and Materials,8/3/22,NA,Planned or under construction,unknown timeline,Enchem America LLC,Enchem Georgia Electrolyte Manufacturing Plant,NA,Electrolyte (liquid),Liquid electrolyte,300,NA,https://www.enchem.net,706-335-7000,Commerce,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.17377298,-83.436141620000015,Commercial,300
3012,Other Battery Components and Materials,10/31/22,NA,Active,NA,Current Chemicals,Ivanhoe Road Plant,NA,Electrolyte (liquid),Liquid electrolyte,Unknown,NA,https://www.currentchemicals.com,216-570-3873,Cleveland,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.5516,-81.569,Commercial,0
3013,Other Battery Components and Materials,8/3/22,NA,Active,NA,Entek,Entek Oregon Separator Material Manufacturing Plant Phase I,NA,Separators,Separators,460,50 MT/yr,https://www.Entek.com,541-259-3901,Lebanon,OR,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,44.54905237,-122.91976220000001,Commercial,460
3014,Other Battery Components and Materials,8/3/22,NA,Active,NA,"Halocarbon, LLC","North Augusta, SC Manufacturing Plant",NA,Electrode materials,Additives,Unknown,NA,https://www.halocarbon.com,470-419-6364,Beech Island,SC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.47746102,-81.93176669000002,Commercial,0
3015,Other Battery Components and Materials,8/7/22,NA,Active,NA,Honeywell International,Buffalo Research Lab,NA,Electrolyte (liquid),Liquid electrolyte,170,NA,https://www.Honeywell.com,716-827-6200,Buffalo,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.86816206,-78.8403631,Commercial,170
3016,Other Battery Components and Materials,8/7/22,NA,Active,NA,Huntsman Petrochemical LLC,Conroe Plant,NA,Electrolyte (liquid),Solvents,175,NA,https://www.huntsman.com,281-719-6000,Conroe,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.31385807,-95.38850784999998,Commercial,175
3017,Other Battery Components and Materials,8/3/22,NA,Planned or under construction,unknown timeline,Microvast,Microvast North American Manufacturing Facility,NA,Separators,Separators,287,NA,https://www.microvast.com,901-354-1111,Clarksville,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.27128856,-89.97353549,Planned (unknown timeline),287
3018,Other Battery Components and Materials,12/4/22,NA,Planned or under construction,NA,Entek,ENTEK US Lithium Separator Manufacturing Plant,NA,Separators,Separators,650,1.4 billion sq m,https://www.Entek.com,541-259-3901,Lebanon,OR,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,44.54905237,-122.91976220000001,Planned,650
3018,Other Battery Components and Materials,8/7/22,NA,Active,NA,Mitsubishi Chemical America,Mitsubishi Chemical Memphis Lithium-ion Battery Material Manufacturing Plant I-III,NA,Electrolyte (liquid),Liquid electrolyte,Unknown,30000 MT/yr,https://www.https://www.m-chemical.co.jp/en/index.html,NA,Memphis,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.31392291,-95.38855076,Commercial,0
3019,Other Battery Components and Materials,8/7/22,NA,Active,NA,Parker LORD,Parker LORD Saegertown,NA,Electrode materials,Adhesives,230,NA,https://www.lord.com,877-275-5673,Saegertown,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.71473415,-80.14355789,Commercial,230
3020,Other Battery Components and Materials,9/4/21,NA,Active,NA,PPG,Various,NA,Electrode materials,Other,Unknown,NA,https://www.ppgindustrialcoatings.com,888-774-2001,Pittsburgh,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.44011868,-80.00344662,Commercial,0
3021,Other Battery Components and Materials,8/24/22,NA,Active,NA,Schlenk Metallfolien GmbH & Co. KG,Schlenk North America HQ,NA,Other,Rolled copper and nickel anode foils and tabs,Unknown,3000 MT/yr,https://www.schlenk.com,508-881-9147,Ashland,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.24443208,-71.43414299000001,Commercial,0
3022,Other Battery Components and Materials,12/4/22,NA,Planned or under construction,NA,Koura - Orbia,LIPF6 Manufacturing Plant,NA,Electrolyte (liquid),LiFP6,80,10000 MT LiFP6/yr,https://www.kouraglobal.com,800-424-5532,St. Gabriel,LA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.23584445,-91.09959739,Planned,80
3022,Other Battery Components and Materials,8/7/22,NA,Active,NA,Soulbrain MI,Soulbrain MI Northville Lithium-ion Electrolyte Material Manufacturing Plant,NA,Electrolyte (liquid),Liquid electrolyte,63,5000 MT/yr,https://www.soulbrainmi.com,248-869-3000,Northville,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.39546408,-83.50698305,Commercial,63
3023,Other Battery Components and Materials,12/4/22,NA,Planned or under construction,NA,Microvast,Microvast North American Manufacturing Facility,NA,Separators,Separators,700,300 million sq m/yr,https://www.microvast.com,901-354-1111,Clarksville,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.27128856,-89.97353549,Planned,700
